id,Company,Title,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
113,Google,"Platform Sales Manager, Media Platforms Account Lead","München, Germany","Drive Google’s relationship with all levels of advertisers and become the primary point of contact for customers and their dedicated agency partners. Serve as a trusted consultant to build a deep understanding of client needs (both technology and advertising-related) and to grow lasting partnerships with key clients.
Drive marketing performance for clients through consultation, implementation of optimal ad technology, and media strategy, thereby growing business and account performance.
Manage multiple complex opportunities and projects simultaneously (e.g. coordinate the design of optimal technical set-up, structure proposals, drive optimal implementation of media plans, etc).
Drive cross-functional projects to deliver on the specific needs of our clients, working in conjunction with internal partner teams.
Work in close cooperation with internal Large Customer Sales (LCS) or Global Client and Agency Sales (GCAS) teams in order to drive holistic technology and media agreements, while also collaborating with Google’s agency teams and partners.","BA/BS degree or equivalent practical experience.
Experience in online or software sales and/or with online marketing and adtech.
Ability to speak and write in English and German fluently and idiomatically.","Experience in the adtech market (buy or sell-side). Experience in the use of programmatic ad buying tools.
Experience dealing with C-Level customers and in driving business growth through relationships. Experience in working with, or within, media and/or creative agencies.
Demonstrated knowledge of the DACH/German advertising market.
Demonstrated record of success in project management across organizational boundaries. Ability to think strategically and to make long-term impactful changes to meet technology needs and media strategy.
Ability to leverage account management, relationship building and planning skills to further develop existing relationships and business."
114,Google,"Sales Development Manager, Cross-Vertical Team","Mountain View, CA, United States","Apply your vertical sales and marketing knowledge to drive incremental growth.
Lead development of scalable sub-vertical narratives that enable success for your team in priority areas.
Lead consumer-focused primary research programs that can unlock new growth opportunities for the vertical.
Advocate storytelling principles and high quality visualization, enabling the vertical to elevate their customer conversations.
Execute on the vertical engagement plan (developed in partnership with the SDM team lead and Industry Director), working in close partnership with Head of Industries, Account Executives, Analytical Leads to deliver on strategic goals.","BA/BS degree or equivalent practical experience.
5 years of experience in digital marketing, account planning, marketing research and/or consulting.","Experience managing first and third-party research and tools.
Deep knowledge of search, social, mobile, display, video audio and local spaces.
Ability to see granular as well as big-picture issues.
Strong analytical skills.
Excellent communications, project management, interpersonal, and organizational skills."
115,Google,Online Sales Account Manager (Turkish),"Dublin, Ireland","Manage trusted relationships with clients within the CPG (FMCG) vertical and develop a thorough understanding of their business challenges.
Leverage on this strategic partnership to add value to our advertisers' business and hence grow their business.
Think of creative ways to constantly improve relationships with our clients and grow client business.
Persuade clients of the wider strategic opportunities in relation to AdWords.
Improve clients' campaign performance and business growth.","Bachelor's degree or equivalent practical experience.
Ability to speak and write in English and Turkish fluently and idiomatically.","BA/BS degree in Business or Marketing.
Detail oriented with the ability to prioritize, plan, and organize the sales activity.
Interest in developing customer partnerships.
Self-motivated individual who is capable of seeking additional opportunities.
Experience of consultative sales, account management (e.g. media agency sales) and brand management or brand marketing."
116,Google,"Field Sales Representative, Google Cloud (DACH)","Zürich, Switzerland","Engage with prospect organizations to position Google Cloud Platform solutions through strategic value based solution proposals, references and analyst data.
Work with wider Google AdWords and Google Cloud account teams to develop and drive pipeline, and provide guidance. Work with Google Cloud Platform partners to develop campaigns.
Serve as the primary customer contact during bid submission, pilot test, legal review and procurement. Keep records of customer interactions and provide quarterly projections.
Build a pipeline of customers within selected verticals.
Leverage Google Sales Engineering and marketing resources, and provide input on current collateral materials and ideas on how to improve them.","BA/BS degree in a technical or engineering field or equivalent practical experience.
Experience in direct client sales/management.
Sales and relationship management experience with a technology or infrastructure-as-a-service platform.
Ability to speak and write in English and German fluently and idiomatically.","Experience building and cultivating lasting relationships with accounts.
Understanding of Big Data landscape and Business Intelligence technologies, as well as knowledge of how various cloud technologies (PaaS and IaaS) work together to drive deeper technology adoption within the existing large account base.
Demonstrated ability to meet and exceed strategic goals in a fast-paced environment.
Ability to engage with both developer audiences as well as C-level IT and business leaders."
117,Google,Programmatic Account Manager,Hong Kong,"Build and maintain strong ownership regarding DoubleClick Digital Marketing (DDM) across an allocated portfolio of agencies and clients to support advertiser and agency organizations in their alignment into a data driven marketing market environment.
Drive performance for clients through implementation and consulting, growing the platforms business and account performance.
Articulate programmatic media’s value proposition to clients focused on traditional digital media channels.
Take complete responsibility for performance of campaigns under your watch and serve as a consultant to top agencies and clients. Manage expectations transparently and constructively.
Share continuous product updates and beta opportunities that will enhance current media capabilities, leading to incremental media business shifting to programmatic channels.","BA/BS degree or equivalent practical experience
4 years of experience in advertising sales, marketing, consulting or media.","Solid hands-on experience with the DoubleClick Digital Marketing suite.
Online advertising campaign optimization experience across Search, Display and Video
Strong understanding of the digital landscape of Hong Kong
Strong familiarity with online media buying and selling processes and a base knowledge of DSPs, SSPs, and Ad Exchanges.
Demonstrated the ability to be flexible/adaptable in exercising judgment in a dynamic environment.
Demonstrated ability to leverage account management, relationship building and planning to further develop existing relationships and business"
118,Google,"Field Sales Representative, Google Cloud","Minneapolis, MN, United States","Build and maintain executive relationships with customers, influence long-term strategic direction, and act as a trusted advisor.
Lead account strategy in generating and developing business growth opportunities, working collaboratively with Customer Engineers, and Google Partners - all to maximize business results in territory and open up opportunities with large enterprise customers.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Explore and understand complex customer requirements on both a business and technical level; Engage, educate, and ensure satisfaction of the installed base.
Manage multiple opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.","BA/BS degree or equivalent practical experience.
4 years of field sales experience in the technology industry selling enterprise software.","10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment."
119,Google,Online Sales Account Manager (Italian),"Dublin, Ireland","Manage trusted relationships with clients and develop a thorough understanding of their business challenges.
Leverage strategic partnerships to add value to our advertisers' businesses and to drive growth.
Persuade clients of the wider strategic opportunities in relation to AdWords.
Improve clients' campaign performance and business growth.","BA/BS degree or equivalent practical experience.
Experience in consultative sales and account management.
Ability to speak and write in English and Italian fluently and idiomatically.","Self-motivated and capable of seeking additional opportunities.
Detail-oriented with the ability to prioritize, plan and organize the sales activity."
120,Google,"Enterprise Customer Development Representative, Google Cloud","Sydney, Australia","Contribute to account/territory strategy by performing internal and external research to identify opportunities and challenges.
Prepare customer proposals and account plans to support the business cycle.
Analyze customer and industry data to provide key business insights, prepare Customer Business Reviews and help identify ways in which Google Cloud can transform their business through defined insights.
Support pipeline building activities by actively engaging with leads, including senior executives and stakeholders, and supporting planning of customer events.","BA/BS degree or equivalent practical experience.
Ability to speak and write in English fluently and idiomatically.","Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
121,Google,"Strategic Agency Consultant, Google Marketing Solutions (Dutch)","Dublin, Ireland","Collaborate and consult with agencies with the goal of extending relationships, increasing our client and agency base and optimizing their advertising strategy.
Deliver consistently against assigned targets on new and existing business, while delivering an outstanding business experience to Google's managed agency partners.
Build compelling, data-driven long term agency plans leveraging market insights and research. Synchronize agency plans with our agency pod and internal cross-functional teams to further develop our agencies.
Be an ongoing trusted thought partner for the Management Team regarding strategic initiatives and agency-level planning.
Analyze data trends and client performance, develop solid strategic business plans, and prepare and conduct strategic pitches and business presentations.","BA/BS degree or equivalent practical experience.
Experience in business strategy and stakeholder management.
Ability to speak and write in English and Dutch fluently and idiomatically.","Experience in advertising sales, digital marketing, consulting, brand marketing, or in a fast-paced media agency environment.
Experience in improving business relationships and successfully developing new business opportunities.
Demonstrated ability to think strategically about complex issues and develop recommendations and action plans.
Demonstrated ability to lead and manage multiple projects with a broad range of internal and external constituents simultaneously.
Ability to establish relationships and presence with performance agencies or traditional media agencies."
122,Google,"Key Account Manager, Large Customer Sales","Dublin, Ireland","Correspond with agencies and clients on high priority activity using your stakeholder management capability.
Go above and beyond service excellence to showcase clients' business value and encourage future growth of our partnerships.
Improve and educate clients constantly on the latest brand products, betas and insights to keep them up-to-date on opportunities across our solutions.
Use your prioritization and time management skills to balance urgent work with important clients in an often high pressure environment.
Deliver service excellence and key performance indicators (KPIs) fulfillment for complex, continuously on and flighted activity.","BA/BS degree or equivalent practical experience.
Experience working in the UK/I market.
Experience in consultative sales and account management.
Ability to speak and write English fluently and idiomatically.","Experience in strategic and tactical digital advertising.
Experience in C-level client relationship development and multi-market digital planning and execution management.
Detail-oriented with the ability to efficiently troubleshoot and manage complex implementations.
Interest in developing customer partnerships.
Presentation, influencing and communication skills."
123,Google,"SMB Sales Executive, Google Cloud","Sunnyvale, CA, United States","Manage opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.
Deliver against assigned strategic goals while prioritizing an outstanding customer experience to customers and prospects.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Work with our Customer Engineers and trusted Google Cloud Partners as a critical member of the sales team to maximize business results and cultivate opportunities with small and medium businesses (SMB).","BA/BS degree or equivalent practical experience.
Experience selling IaaS or PaaS.","2 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry.
Experience using CRM systems (e.g. Salesforce.com).
Technically minded, with an in-depth understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform). Technical or sales engineering experience in Computer Science or Information Systems.
Demonstrable ability to speak credibly about platform and infrastructure-as-a-service.
Goal-oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment."
124,Google,"Product Analyst, Product and Sales Activation, Google Marketing Solutions","Dublin, Ireland","Work closely with the GMS organization to understand the business intelligence and insights needs of all end users, from our team of EMEA product specialists to the executive leadership team.
Design Product reviews to provide insights that meet the needs of the GMS organisation.
Provide thought leadership to the GMS organization, translating big data into actionable insights and supporting strategic business development, including opportunities for product, program and process improvement with a focus on driving significant business growth.
Perform ad-hoc analysis to predict, measure and interpret business trends and to inform business partner decisions.
Communicate insights on a regular basis to the appropriate level of management.","BA/BS degree with a quantitative focus in Economics, Computer Science, Mathematics, Physics, Statistics or Accounting, related field or equivalent practical experience.
Experience in an analytical role in management consulting, or in a business operations and analytics environment.","Experience analyzing data using demonstrated database query (e.g. SQL). Experience working with spreadsheets and statistical modeling.
Experience collaborating with cross-functional teams located around the globe in different timezones.
Demonstrated problem solving and structuring skills, with the ability to synthesize data into useful formats and to bring actionable insights through effective communication.
Experience applying data-driven models that have had a tangible impact on sales and marketing operations across international markets.
Effective project management skills with the ability to handle multiple projects simultaneously in a fast-paced and dynamic environment."
125,Google,"AdMob Technical Sales Lead, Online Partnerships Group","Dublin, Ireland","Help partners in their day to day challenges by delivering innovative and scalable solutions to their issues, and assist them in the adoption of new products to develop their long term success.
Troubleshoot technical issues, escalate bug reports, proactively identify customer needs and work with Product Management and Engineering to improve the product.
Develop and deliver customized technical trainings and documentation to accommodate the team’s product knowledge needs.
Find process or business improvement opportunities and build your own tools to test them, in order to help the sales teams qualify needs, pitch, and implement technical solutions.","BA/BS degree or equivalent practical experience.
Mobile app development experience (iOS, Android).","Experience with new app and web technologies
Experience designing technical solutions to meet customer requirements.
Experience in a quick turnaround support environment.
Knowledge of mobile technologies and digital advertising.
Strong analytical and problem-solving skills."
126,Google,"Account Manager, Google Cloud Platform","Stockholm, Sweden","Cultivate and develop relationships with a set of strategic accounts. Connect with key stakeholders within these accounts.
Build and implement strategies to drive business growth.
Develop strategic agreements, leveraging the partner ecosystem.
Engage and coordinate internal groups as well as partners to meet transformation goals for key stakeholders.
Increase the level of visibility of these accounts in the market.","BA/BS degree in a technical or engineering field or equivalent practical experience.
Ability to speak and write in English and Danish, Norwegian, Swedish or Finnish fluently and idiomatically.","Frontline sales experience.
Demonstrated understanding of the entire suite of Google Cloud products.
Understanding of cloud computing customer business drivers.
Ability to isolate issues and gather necessary resources to meet customer needs.
Effective pitching and presentation skills."
127,Google,"Account Executive, Democratic Elections","Washington, DC, United States","Develop and update quarterly business plans in a fast-paced and rapidly evolving industry.
Use your understanding of industry/client objectives to identify growth strategies beyond your existing book.
Create opportunities for our clients by presenting Google products with structure, thoughtful measurement solutions and compelling supporting data.
Up-level Google’s standing in the industry continually by identifying and participating in opportunities for best practice case studies, public speaking events and press.
Develop and maintain senior relationships to serve as a trusted partner to our customers.","BA/BS degree or equivalent practical experience.
7 years of experience in advertising sales, business development, consulting or media.","Experience working with or buying online media as well as a basic understanding of Google advertising products.
Knowledge of and established relationships with industry advertisers, agencies, and/or clients.
A deep understanding of the industry's issues, a vision for its growth, and a commitment to advance Google's forward-looking strategies within the marketplace.
Strong interpersonal and relationship building skills conducive to team development.
Willingness and flexibility to travel frequently."
128,Google,"Sales Lead, SMB, Google Cloud Platform","Sunnyvale, CA, United States","Build and grow a Google Cloud Platform (GCP)-focused SMB Sales team.
Optimize the team for scale and business growth by acquiring new customers and increasing spend from existing GCP customers.
Test and iterate on new approaches to grow spend in this segment, working closely with our partner team and our vendors, as well as working on programmatic initiatives to increase business growth.
Develop and implement best practices, ensuring the team is up to date with the newest trends and improve team skills through development and training.","BA/BS degree or equivalent practical experience.
10 years of experience in people management.
Experience working within the Software/Infrastructure/Platform-as-a-Service (SaaS, IaaS, PaaS) market.
Experience in sales coaching and mentoring.","Experience in an SMB sales role in an online and inside sales capacity.
Ability to effectively operate with high energy and flexibility in a fast-paced, dynamic team environment.
Demonstrated ability to develop sales individuals and managers, with effective executive leadership capabilities.
Demonstrated organizational and project management capabilities, with the ability to multiple tasks with shifting priorities and varying deadlines."
129,Google,"Account Manager, Display, Media Buying Solutions (Spanish)","Dublin, Ireland","Collaborate and consult with customers with the goal of extending relationships and increasing the usage of DoubleClick solutions, specifically focusing on product feature adoption.
Develop a thorough understanding of client needs and corresponding organizational best practices across a wide range of industries (agencies and clients).
Develop strategic account plans for customers within the portfolio, identifying growth opportunities, while also collaborating closely with internal stakeholders.
Create relationships within customer organizations at all levels, including direct and indirect users of the product and usage decision-makers.
Act as the main point of contact for customers around all key areas of account management (training, product enhancement, global/regional campaigns, etc) and lead cross-functional efforts to identify and solve roadblocks.","Bachelor's degree or equivalent practical experience.
Experience in online, software sales or online marketing.
Ability to speak and write in English and Spanish fluently and idiomatically.","Experience in the ad tech market in a sales role or as a user.
Experience in the use of programmatic ad buying tools.
Experience in working with a strategic and analytical sales approach, with a track record of building lasting customer relationships.
Well-organized, analytical and capable of handling multiple ad hoc requests simultaneously.
Excellent organizational, analytical, influencing and presentation skills."
130,Google,"Account Executive, Mid Market Sales, Google Marketing Solutions","São Paulo, Brazil","Work collaboratively with a team to drive growth with existing customers
Develop high-level relationships to serve as a trusted consultant with major customers to optimize their advertising investments
Generate business plans to define your strategies and tactics
Manage multiple cross-product opportunities and projects","Bachelor's degree or equivalent practical experience.
4 years of of relevant experience in online sales, advertising, marketing and business development.","Strong analytical and problem solving skills.
Local marketing expertise in the broadcasting, advertising or tech industry.
Proven success in business development, client relationship and servicing skills.
Demonstrated ability to lead and manage multiple projects with a broad range of internal and external constituents simultaneously
Demonstrated ability to think strategically about complex issues and develop recommendations and action plans."
131,Google,MBA Intern (Korean-English Bilingual) 2018,"Seoul, South Korea",Responsibilities vary by role.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Be able to complete a minimum 10 week program at the Seoul office in 2018.
Ability to speak and write in English and Korean fluently and idiomatically.","3 years of relevant work experience in the areas of mobile apps and games, mobile business, distribution channels, and competitive landscape.
Demonstrated passion for mobile apps and games, mobile technology, and the broader mobile business.
Excellent analytical skills, with the ability to overcome strategic business challenges.
Excellent critical-thinking skills, with the ability to demonstrate and maintain self-motivation."
132,Google,"Mobile UX Lead, Large Customer Sales (English, Mandarin)","Beijing, China","Manage the mobile search book of business of an assigned specific area, from planning and presenting, to reporting.
Identify new opportunities to increase customer marketing investment efficiently on mobile.
Develop high-level relationships to serve as a mobile trusted consultant with major customers to optimize their advertising growth.
Simplify and package Google mobile advertising offering for sales and customers and serve as a liaison with vertical teams and customers regarding new beta tests and product launches.
Support product strategies working with product and global team, providing them with feedback and formulating product asks relevant to in-market needs.","BA/BS degree or equivalent practical experience.
5 years of relevant experience in digital/mobile advertising sales.
Ability to speak and write in English and Mandarin fluently and idiomatically.","Experience working and advising customers on their mobile strategy
Performance-focused and product knowledge in the mobile space.
Demonstrated ability to influence decision makers using consultative sales skills with C-levels and building client relationships.
Ability to analyze complex advertiser performance data through tools such as Google AdWords and Analytics.
Effective strategic and analytical capabilities, with creativity and readiness to roll-up sleeves to drive success/impact."
133,Google,DoubleClick Search Lead (Full-time/Part-time),"Sydney, Australia","Meet business growth targets and maximize the adoption and usage of DoubleClick Search across your customer portfolio
Lead presentations and quarterly business reviews to key accounts for DoubleClick Search.
Identify potential opportunities for new customers, structure proposals, working with internal support functions, and negotiate agreements for DoubleClick Search.
Create relationships within customer organizations at all levels including senior executives, direct and indirect users of DoubleClick Search, and usage/repurchase decision makers for DoubleClick Search.
Act as first point of contact for customers around all key areas (training, product enhancement, global/regional adoption) and lead cross-functional effort to identify and solve any issues for DoubleClick Search.","BA/BS degree or equivalent practical experience.
4 years of relationship management experience in media, marketing or advertising.","Experience in building relationships at various levels.
Experience in driving new business and/or account management experience in online advertising.
Demonstrated record of reaching and exceeding strategic targets. Demonstrated success working with cross-functional teams and building strong relationships across internal teams.
Ability to understand and absorb complex technical concepts and communicate them to a non-technical audience effectively. Effective written and verbal communications skills with the ability to influence others.
Established relationships, and the ability to develop business contacts, within the advertising, marketing and digital industries in Australia and New Zealand."
134,Google,"Platform Sales Manager, DoubleClick, Media Buying Solutions","Istanbul, Turkey","Drive performance for clients through implementation and consulting, thereby growing Media Buying Solutions and account performance.
Develop consulting best practices with a focus for creating opportunities. Utilize a strong consultative approach with focus on building lasting partnerships with key clients.
Work closely with the leadership team to identify, engage and acquire new business and significant product growth across the region.
Coordinate cross-functional communications and planning with Media Platforms services, Product Management, Marketing and Large Customer Sales and Agency Teams.
Build and maintain strong thought leadership regarding DoubleClick Digital Marketing (DDM) across your allocated portfolio of our clients and prospects.","BA/BS degree or equivalent practical experience.
Experience in online sales, business-development and marketing.
Ability to speak and write in English fluently and idiomatically.","Experience in the advertisement technology market (buy or sell side) and experience in the use of programmatic advertising buying tools.
Experience consulting with C-Level customers.
Knowledge of the local advertising market.
Demonstrated ability to leverage account management, relationship building and planning to further develop existing relationships and business.
Ability to think strategically and to make long-term impactful changes to meet strategic needs within the market."
135,Google,Online Sales Account Manager (Dutch),"Dublin, Ireland","Manage trusted relationships with clients and develop a thorough understanding of their business challenges.
Leverage on this strategic partnership to add value to our advertisers' business and hence grow their accounts.
Implement creative ways to improve our relationships with our clients and grow client accounts.
Persuade clients of the wider strategic opportunities in relation to AdWords.
Improve clients' campaign performance and business growth.","BA/BS degree or equivalent practical experience.
Experience in consultative sales and account management.
Ability to speak and write in English and Dutch fluently and idiomatically","BA/BS degree in Business or Marketing.
Significant and relevant experience in consultative sales and account management (media agency sales).
Interest in developing customer partnerships.
Detail oriented with the ability to prioritize.
Self-starter, self-motivated, and capable of seeking additional opportunities."
136,Google,"Account Executive, Mid-Market, Google Marketing Solutions (English and German)","Dublin, Ireland","Establish credibility with executives and serve as a trusted consultant to optimize and expand their advertising investment.
Manage a portfolio of businesses by understanding growth drivers, identifying opportunity for growth, managing risks and creating multi-quarter plans for achievement.
Prioritize and deliver outstanding customer experience to Google's advertisers.
Coach peers proactively in the organization to create skill lift that drives client growth and contributes to overall team success.
Generate business plans to define strategies and tactics. Build an understanding of client business models, define business goals, create key strategies and work towards strategic goals.","BA/BS degree or equivalent practical experience.
Experience in a direct Client Advertising Sales, Marketing, Consulting and/or Media role.
Ability to speak and write English and German fluently and idiomatically.","Experience in a sales role, with a demonstrated ability to build compelling narratives and utilize storytelling to influence.
Experience managing and building a pipeline to support long-term growth of business.
Experience working with clients and influencing C-level stakeholders.
Knowledge of traditional and online marketing strategy, with product knowledge across digital advertising products areas.
Ability to leverage your business acumen to strategically assess and help solve client needs.
Ability to use data to report on business drivers and present to management teams."
137,Google,"Deal Manager, Google Cloud","Sunnyvale, CA, United States","Partner with Field Sales teams early in the sales cycle to manage proposal development and shape strategic agreements.
Engage directly with business customers to lead commercial and agreement discussions; independently handle objections, socialize customer requests with internal stakeholders and coordinate approvals.
Serve as the Commercial Operations business partner to Regional Sales and Sales Operations Management, attending forecast calls, staff meetings and quarterly business reviews to keep apprised of priorities.
Build productive relationships and feedback loops with Legal, Finance, Sales and Product teams to accelerate agreement closure and drive continuous process improvement.","BA/BS degree in Technology, Engineering, Science or Economics or equivalent practical experience.
8 years of experience in leading agreement discussions, agreement management and/or executive selling within a technology company.
Experience in a Project Management role, developing agreements and financial modeling.
Ability to travel up to 50% of the time.","MBA, Master's, JD or other advanced degree.
Experience developing complex agreement structures and using presentation software to facilitate communication with internal and external stakeholders.
Knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Ability to lead and handle multiple time-sensitive projects.
Effective analytical and problem solving capabilities, with business judgement and the ability to present analysis in a clear and compelling manner."
138,Google,"Partner Business Manager (DACH), System Integrator Partnerships (German)","Frankfurt, Germany","Define customer-centric and industry-specific use cases. Build ecosystem of service partners for Google’s cloud infrastructure offerings and Google SaaS offerings.
Establish partner performance criteria and drive partners to support Google business through staff training and certification on Google Cloud and G Suite products. Develop Google reference architectures and solutions.
Help partners grow their practice and product portfolio through joint development of solutions and services. Develop and provide custom presentations on Google Cloud Platform technologies to partners to help them achieve strategic goals.
Advocate for Google’s strategy in key industry events.
Develop Google’s approach to partnership strategy with stakeholders in Partner Programs, Product Management, Engineering, Sales and Marketing. Support regional engagement with global and regional partners.","BA/BS degree or equivalent practical experience.
Experience with building scalable partner ecosystems ranging from agile partners, mid-tier integrators and global system integrators.
Experience working with products in Infrastructure as a Service (IaaS) or Platform as a Service (PaaS).
Ability to speak and write English and German fluently and idiomatically.","MBA degree.
Industry knowledge of System Integrators (SIs)/Service Providers (SPs) and Independent Software Vendors (ISVs). Knowledge of Cloud ecosystem.
Understanding of foundational cloud technologies (network, compute, database, middleware, visualization, etc).
Partner/channel pipeline development and people management skills.
Demonstrated interpersonal skills when working in a cross-functional organization.
Excellent written and oral communication skills."
139,Google,"Account Manager, Media Buying Solutions","Dublin, Ireland","Project manage ‘virtual’ AM teams and promote best-practice sharing and alignment between markets.
Develop strategic account plans for customers and identify growth opportunities.
Represent team activities in EMEA/Global meetings (internal and/or external) and update stakeholders on the status of projects.
Create relationships within customer organisations at all levels including senior executives, direct/indirect users of the product and decision makers.
Be the primary point of contact for customers around all key areas (training, product enhancement, global/regional campaigns) and lead cross-functional efforts to identify and solve business challenges.","BA/BS degree or equivalent practical experience.
Experience in online, software sales, or online marketing.
Experience in the use of programmatic ad buying tools.","Experience in the ad tech market in a sales role or as a user. Experience in the use of programmatic ad buying tools.
Demonstrated strategic and analytical sales approach with a record of building strong and lasting customer relationships.
Well-organized, analytical and capable of handling multiple ad hoc requests simultaneously.
Effective organizational, analytical, influencing and presentation skills."
140,Google,"Account Strategist, Global Partnerships Sales Engine","San Francisco, CA, United States","Turn ambiguous data reporting and optimization needs into automated or scalable solution to drive operational efficiency, and reduce manual effort by GPSE.
Contribute proactively to the analysis and optimization of processes, internal tools and product to drive efficiency and scale.
Share findings, methodologies and timelines with a diverse, cross-functional audience to validate the work and ensure business needs are met.
Design and lead work streams to deploy refined workflows, tools or processes to all affected teams (e.g. our team, end users, cross-functional partners) with high impact and operational efficiency gains.
Establish and lead Subject Matter Expertise (SME) with extensive cross-functional stakeholder management and deep engagement.","3 years of work experience with project management, ad operations or technical account management.
Experience working in SQL, JavaScript, HTML or Apps Scripts to standardize ambiguous workflows.
Product and project management experience.","Experience using one monetization and/ or ad serving solution (DoubleClick AdExchange, AdSense, DoubleClick for Publishers, or other solutions).
Proven track record of managing multiple projects, consistently meeting deadlines and delivering high-impact results.
Broad understanding of online advertising (i.e. ad serving, monetization solutions) and of key platforms and trends (i.e. desktop, mobile, video).
Ability to build strong relationships and work effectively cross-functionally.
Self-motivated and comfortable operating in a rapidly changing and largely undefined industry.
Extremely proactive, organized, responsible, and proven ability to work well with a team."
141,Google,"Mobile Web Specialist, LCS Central Europe (German)","Berlin, Germany","Work with Google’s largest customers on projects that help them improve their mobile websites - in order to offer their users a better experience and increase their mobile ROI
Consult our advertisers on how to make their mobile sites load faster and improve the User Experience (UX) using tools like Lighthouse, WebPageTest and Google’s UX and speed research findings. Help our advertisers understand how Next Generation mobile web technologies from Google can improve their mobile site - from Accelerated Mobile Pages (AMP) to Progressive Web Apps (PWA) to our Payments and Identity APIs etc.
Partner with Google's tech support teams to leverage technical support for our most advanced advertisers. Successfully manage these cross-functional projects to speed up the implementation progress and increase the success rate.
Develop relations with both regional and global product management teams at Google to roll out best-in-class products to your country. Collate advertiser feedback in order to further improve our products.
Organize mobile site events, incl. hackathons and workshops. Train advertisers and agencies on mobile site speed, UX and technologies; develop case studies of successful projects for publication on our Think with Google site and at events to scale best practices to the wider industry.","Bachelor's degree or equivalent practical experience.
Experience with mobile marketing and mobile websites.
Experience in consultative sales, with client-facing experience.
Ability to speak and write in German and English fluently and idiomatically.","Extensive experience working with large clients and partners across different levels and cross-functional stakeholders.
Experience with diagnosing and improving mobile website load speed. Experience giving UX advice and proposing a/b testing plans.
Experience with Next Generation mobile web technologies like Accelerated Mobile Pages (AMP), Progressive Web Apps (PWA), Payments APIs, Identity APIs, https and interest in the next wave of digital touchpoints (Voice, Google Assistant).
Understanding of mobile web development (HTML, CSS and JavaScript experience).
Demonstrated ability to influence in regards to mobile and to drive tangible impact for large corporate organizations.
Passion for a faster and better mobile Web."
142,Google,GMS Sales Agency Lead,"New York, NY, United States","Manage and strengthen executive-level agency relations through key meetings, business reviews and speaking engagements. Deliver business growth, engagement and client satisfaction for a portfolio of GMS-managed agencies in an assigned market.
Recruit, retain and lead the team of GMS Sales Development Managers and Account Strategists, to ensure improved same-store-growth, high agency satisfaction and enhanced portfolio health.
Coach a team and help them engage with stakeholders in GMS agencies. Build and actively manage effective long-term agency planning process.
Define the future of agency management and help to develop the necessary infrastructure and processes. Initiate and run strategic initiatives to further develop new and existing GMS agency business.
Work closely with other agency leads and the new business sales teams to align on Objectives and Key Results (OKRs). Partner with New Business Sales teams to define a list of potential prospects, including both new and existing accounts.","BA/BS degree or equivalent practical experience.
6 years of experience in sales delivery/client engagement, operations and partner management.","MBA degree or equivalent practical experience.
Experience in building relationships with internal and external stakeholders.
Effective people management skills.
Ability to travel up to 20% of the time."
